family,seed,parameter_name,parameter_value,t_final,nested_abs_initial,nested_abs_final,h_a_energy_density_initial,h_total_energy_density_initial,gauss_violation_initial,q1,power_prefactor_trotter1,q2,power_prefactor_trotter2,linear_prefactor_trotter1,quadratic_prefactor_trotter1,linear_prefactor_abs_trotter1,error_trotter1_dtmin,error_trotter2_dtmin,ratio_dtmin_e1_over_e2,exact_state_infidelity_from_initial
ha_evolved,neel_x,tau,2.0,0.5,3.1965746186889024,2.257704239549943,0.0,-0.44001862931576535,2.220446049250313e-16,0.8083432946491923,0.31033521433654326,2.584032733615546,0.14990140944599706,0.5281662477986176,-0.38574421093776934,0.5281662477986176,0.03149728009796593,0.00013896157446624535,226.66179639189983,0.5857201164172867
ha_evolved,neel_x,tau,2.0,1.0,3.1965746186889024,3.119638916824863,0.0,-0.44001862931576535,2.220446049250313e-16,1.1166030565185503,1.020265078141113,2.427426354347161,0.05422266099255183,0.743817562658327,0.4243319835921756,0.743817562658327,0.04690745017940273,7.38851484027303e-05,634.8698106921491,0.9767469640176984
h_evolved,neel_x,tau,2.0,0.5,6.838508664723474,2.9319802332942286,0.25780740295410254,1.5000000000000007,1.4802973661668753e-16,0.7531903981870153,0.29896273721171374,2.1657421003843247,0.37875847294193393,0.5861071187110252,-0.5112938816250863,0.5861071187110252,0.03496039493802883,0.0009877353141567458,35.394497328340826,0.40452161055755786
h_evolved,neel_x,tau,2.0,1.0,6.838508664723474,6.221028634774983,0.25780740295410254,1.5000000000000007,1.4802973661668753e-16,0.6004250419329847,0.012039733444192657,2.1098609020201184,0.2256799238239462,-0.09043405210344356,0.5502113923010893,0.09043405210344356,0.005233196710243249,0.000677428589075213,7.7250898391922185,0.41851572238774426
sector_ground_interp,neel_x,lambda,0.0,0.5,7.999999999999998,3.6648377924220545,0.0,1.4999999999999998,2.220446049250313e-16,0.5361690450534659,0.17819049158292485,2.156862452432006,0.7055945232252723,0.6150925886751955,-0.8119128746243053,0.6150925886751955,0.03545620183180165,0.0018820993526073027,18.8386451452117,0.40452161055755853
sector_ground_interp,neel_x,lambda,0.0,1.0,7.999999999999998,5.1565884140824885,0.0,1.4999999999999998,2.220446049250313e-16,1.0833448350608677,0.4315432107339397,2.2344101040202586,0.41546317400731597,0.34983492520194237,0.11986376061296757,0.34983492520194237,0.02155199887689896,0.0009155830088189987,23.539098770190883,0.41851572238774526
sector_ground_interp,neel_x,lambda,0.25,0.5,8.040035355925268,1.4145251400045422,-0.25750662923598727,1.1187444756366773,0.0,0.761536332214277,0.26865248497834476,2.2934457301354194,0.2920510566520668,0.5086343873337278,-0.42093891087825214,0.5086343873337278,0.030876318030312933,0.000556243308833082,55.508655187398084,0.6776167246034992
sector_ground_interp,neel_x,lambda,0.25,1.0,8.040035355925268,4.075181369151263,-0.25750662923598727,1.1187444756366773,0.0,0.897871016312834,0.23596317083682067,0.4771997096889457,0.0014391316709172872,0.33744172252994153,-0.19869425262683515,0.33744172252994153,0.018675000378226003,0.00020307977398081878,91.9589381657963,0.7131791881749234
sector_ground_interp,neel_x,lambda,0.5,0.5,6.089630999709932,1.5359826932059526,-0.6306019374818709,0.31530096874093533,0.0,1.0708590917367597,0.3855876343657376,2.0002064665086334,0.28481424696078694,0.2923093803830739,0.18094565116005787,0.2923093803830739,0.020441470178986926,0.0011127980587692377,18.369433715219934,0.9040325016568057
sector_ground_interp,neel_x,lambda,0.5,1.0,6.089630999709932,2.115892604252143,-0.6306019374818709,0.31530096874093533,0.0,0.08187601050185997,0.020180385571444675,2.085120098786535,0.44360545443373456,0.22405669058201852,-0.3989964888573555,0.22405669058201852,0.011516138967630929,0.001413872082985157,8.145106694034517,0.9937497988420857
